"Y","","","trim430","trim500","trim550","trimother","isOneOwnert","colorother","colorSilver","colorWhite","displacement5.5","displacementother","",""
24990,79898,2007,0,0,1,0,0,0,0,0,1,0,1,0
7988,88579,2001,0,1,0,0,0,0,1,0,0,1,0,0
47987,32161,2010,0,0,1,0,1,0,1,0,1,0,0,0
35555,36055,2008,0,0,1,0,1,0,0,1,1,0,0,0
21950,48831,2006,0,1,0,0,0,0,1,0,0,1,0,0
25970,80391,2007,0,0,1,0,0,0,0,0,1,0,1,0
22750,104246,2007,0,0,1,0,0,0,0,0,1,0,1,0
24555,80724,2007,0,0,1,0,0,1,0,0,1,0,0,0
66000,15205,2012,0,0,1,0,0,0,0,0,0,0,1,1
10599,79122,2004,1,0,0,0,0,0,1,0,0,1,0,0
39988,59426,2010,0,0,1,0,0,0,0,0,1,0,1,0
16980,61317,2004,0,0,0,1,0,1,0,0,1,0,0,0
63986,12692,2011,0,0,1,0,1,1,0,0,1,0,0,0
64991,23249,2013,0,0,1,0,0,0,0,1,0,0,0,1
47995,27995,2012,0,0,1,0,1,1,0,0,0,0,0,1
44990,33842,2011,0,0,1,0,0,0,0,0,1,0,1,0
30494,68799,2008,0,0,1,0,1,0,0,0,1,0,1,0
5203,140947,1996,0,0,0,1,0,1,0,0,0,1,0,0
6988,113801,1996,0,1,0,0,0,0,0,1,0,1,0,0
49800,46654,2010,0,0,1,0,0,0,0,0,1,0,1,0
52888,30351,2011,0,0,1,0,0,0,0,1,1,0,0,0
27674,81844,2008,0,0,1,0,0,0,0,0,1,0,1,0
48995,30994,2011,0,0,1,0,0,0,0,0,1,0,1,0
3995,184099,2002,1,0,0,0,0,1,0,0,0,1,0,0
6995,105015,1995,0,0,0,1,0,0,0,1,0,1,0,0
29900,64750,2008,0,0,1,0,0,0,0,1,1,0,0,0
18973,66159,2005,0,1,0,0,0,0,0,1,0,1,0,0
39810,51555,2009,0,0,1,0,1,0,0,0,1,0,1,0
25999,62105,2007,0,0,1,0,0,0,0,0,1,0,1,0
35980,83700,2009,0,0,1,0,0,0,0,1,1,0,0,0
53999,25101,2013,0,0,1,0,1,0,0,0,0,0,1,1
7995,101077,1997,0,1,0,0,0,0,0,0,0,1,1,0
41029,43189,2009,0,0,1,0,0,0,0,1,1,0,0,0
15995,110171,2006,1,0,0,0,0,0,0,0,0,1,1,0
33900,42312,2007,0,0,1,0,0,0,0,0,1,0,1,0
8991,141087,2002,0,1,0,0,0,0,0,0,0,1,1,0
9995,94356,2003,1,0,0,0,0,0,0,1,0,1,0,0
33999,22144,2008,0,0,1,0,0,0,0,0,1,0,1,0
4995,206395,1996,0,0,0,1,0,0,0,0,0,1,1,0
26990,100677,2009,0,0,1,0,0,0,0,1,1,0,0,0
58991,12142,2011,0,0,1,0,0,0,0,0,1,0,1,0
35499,66949,2010,0,0,1,0,0,0,1,0,1,0,0,0
63700,31533,2010,0,0,0,1,0,0,1,0,0,1,0,0
7995,125460,2003,1,0,0,0,0,0,0,0,0,1,1,0
11900,59385,2000,0,1,0,0,0,1,0,0,0,1,0,0
39988,43894,2009,0,0,1,0,0,0,0,1,1,0,0,0
22993,106497,2007,0,0,1,0,0,0,0,1,1,0,0,0
36944,19470,2008,0,0,1,0,1,0,1,0,1,0,0,0
29995,90451,2007,0,0,1,0,0,0,1,0,1,0,0,0
41990,44548,2010,0,0,1,0,1,0,0,0,1,0,1,0
56571,44516,2012,0,0,1,0,0,1,0,0,0,0,0,1
60999,16431,2012,0,0,1,0,0,0,0,0,0,0,1,1
11777,88041,2006,1,0,0,0,0,0,1,0,0,1,0,0
34995,88577,2012,0,0,1,0,0,0,0,0,0,0,1,1
72500,8600,2013,0,0,1,0,0,0,0,1,0,0,0,1
11988,87880,2002,0,0,0,1,0,0,0,0,0,1,1,0
6999,128394,1995,0,0,0,1,0,0,0,0,0,1,1,0
4995,138518,1997,0,0,0,1,1,0,0,0,0,1,1,0
7995,112356,2002,0,1,0,0,0,0,0,0,0,1,1,0
12799,133389,2006,1,0,0,0,0,0,0,0,0,1,1,0
22900,120000,2007,0,0,1,0,0,0,0,0,1,0,1,0
41981,58703,2009,0,0,0,1,0,1,0,0,0,1,0,0
59999,14750,2011,0,0,1,0,1,0,0,1,1,0,0,0
57995,19571,2011,0,0,1,0,0,1,0,0,1,0,0,0
27990,39889,2007,0,0,1,0,0,1,0,0,1,0,0,0
47690,59471,2007,0,0,0,1,0,0,0,0,0,1,1,0
7449,109661,2002,0,1,0,0,0,0,0,0,0,1,1,0
8900,140152,2002,0,1,0,0,0,0,0,1,0,1,0,0
65487,23101,2012,0,0,1,0,0,0,1,0,0,0,0,1
48995,29090,2011,0,0,1,0,0,0,0,0,1,0,1,0
36777,70463,2010,0,0,1,0,0,0,1,0,1,0,0,0
31000,54525,2008,0,0,1,0,0,0,0,1,1,0,0,0
49900,25200,2011,0,0,1,0,0,0,0,0,1,0,1,0
16900,67000,2006,1,0,0,0,0,0,0,0,0,1,1,0
55995,21921,2013,0,0,1,0,0,0,0,0,0,0,1,1
12892,129174,2005,0,1,0,0,0,0,1,0,0,1,0,0
53799,34000,2012,0,0,1,0,1,0,0,0,0,0,1,1
25995,85959,2008,0,0,1,0,0,1,0,0,1,0,0,0
16495,92999,2006,0,1,0,0,0,1,0,0,0,1,0,0
28995,91093,2007,0,0,1,0,0,0,1,0,1,0,0,0
12991,121896,2005,0,1,0,0,0,0,0,0,0,1,1,0
75900,1997,2013,0,0,0,1,0,0,0,0,0,1,1,0
21885,102900,2007,0,0,1,0,0,1,0,0,1,0,0,0
59995,21550,2013,0,0,1,0,0,0,0,0,0,0,1,1
18900,119550,2007,0,0,1,0,0,1,0,0,1,0,0,0
41995,43600,2011,0,0,1,0,1,0,0,0,1,0,1,0
22282,91765,2007,0,0,1,0,0,0,1,0,1,0,0,0
21995,108000,2007,0,0,1,0,0,0,0,1,1,0,0,0
26950,79479,2007,0,0,1,0,0,0,0,0,1,0,1,0
29800,67114,2007,0,0,1,0,0,1,0,0,1,0,0,0
16999,60110,2006,0,0,0,1,0,0,0,0,0,1,1,0
8488,91838,2000,0,1,0,0,0,1,0,0,0,1,0,0
10999,116289,2005,1,0,0,0,0,0,1,0,0,1,0,0
6995,141251,1996,0,0,0,1,0,0,0,1,0,1,0,0
39998,47713,2009,0,0,1,0,0,0,0,1,1,0,0,0
55995,33973,2011,0,0,1,0,0,1,0,0,1,0,0,0
48992,34842,2010,0,0,1,0,0,0,0,0,1,0,1,0
50900,31187,2011,0,0,1,0,1,0,0,1,1,0,0,0
49888,20257,2012,0,0,1,0,0,0,0,0,0,0,1,1
5995,112446,2002,0,1,0,0,1,0,1,0,0,1,0,0
13995,75941,2002,1,0,0,0,0,0,0,0,0,1,1,0
14900,118000,2006,1,0,0,0,0,1,0,0,0,1,0,0
38296,30805,2008,0,0,1,0,0,0,0,0,1,0,1,0
33991,65938,2008,0,0,1,0,0,0,1,0,1,0,0,0
49800,33278,2012,0,0,1,0,0,0,0,0,0,0,1,1
11980,105202,2004,0,1,0,0,0,1,0,0,0,1,0,0
12900,92165,2004,1,0,0,0,0,0,1,0,0,1,0,0
23743,99376,2008,0,0,1,0,0,1,0,0,1,0,0,0
38888,66689,2010,0,0,1,0,1,0,0,0,1,0,1,0
19999,106752,2007,0,0,1,0,0,1,0,0,1,0,0,0
55990,23088,2009,0,0,0,1,0,0,1,0,0,1,0,0
19997,127064,2008,0,0,1,0,0,0,0,1,1,0,0,0
18981,20852,2006,1,0,0,0,0,1,0,0,0,1,0,0
29999,47889,2007,0,0,1,0,0,0,0,0,1,0,1,0
28990,103921,2008,0,0,1,0,0,0,0,0,1,0,1,0
15178,85990,2006,0,0,0,1,1,0,1,0,0,1,0,0
59888,31048,2007,0,0,0,1,0,0,1,0,0,1,0,0
37988,63270,2011,0,0,1,0,0,0,1,0,1,0,0,0
34900,51000,2008,0,0,1,0,0,1,0,0,1,0,0,0
16000,95278,2006,1,0,0,0,0,0,0,1,0,1,0,0
11995,86863,2004,1,0,0,0,0,1,0,0,0,1,0,0
48999,35394,2011,0,0,1,0,0,1,0,0,1,0,0,0
55995,24948,2011,0,0,1,0,0,0,0,0,1,0,1,0
56999,22832,2013,0,0,1,0,0,0,0,0,0,0,1,1
13900,66231,2001,1,0,0,0,0,1,0,0,0,1,0,0
7957,139887,2003,1,0,0,0,0,0,1,0,0,1,0,0
14990,79174,2003,0,0,0,1,0,1,0,0,1,0,0,0
53750,50000,2011,0,0,1,0,0,0,1,0,1,0,0,0
78743,3779,2013,0,0,1,0,1,0,0,1,0,0,0,1
10990,72576,2002,1,0,0,0,0,1,0,0,0,1,0,0
14888,68622,2001,0,0,0,1,0,0,1,0,0,1,0,0
63689,13173,2013,0,0,1,0,1,0,0,0,0,0,1,1
49995,36357,2013,0,0,1,0,1,1,0,0,0,0,0,1
38974,51839,2010,0,0,1,0,0,0,0,1,1,0,0,0
2900,231760,2001,1,0,0,0,0,1,0,0,0,1,0,0
30995,50198,2008,0,0,1,0,0,1,0,0,1,0,0,0
20995,99645,2007,0,0,1,0,0,0,1,0,1,0,0,0
7995,117628,2002,1,0,0,0,0,1,0,0,0,1,0,0
30988,81515,2007,0,0,1,0,0,0,0,1,1,0,0,0
59982,26802,2012,0,0,1,0,1,1,0,0,0,0,0,1
8999,129692,2002,0,1,0,0,0,0,0,1,0,1,0,0
15888,116299,2006,0,1,0,0,0,0,0,0,0,1,1,0
29690,54037,2009,0,0,1,0,0,1,0,0,1,0,0,0
49998,52616,2011,0,0,1,0,0,1,0,0,1,0,0,0
10999,124177,2005,0,1,0,0,0,0,1,0,0,1,0,0
51981,28863,2011,0,0,1,0,1,0,1,0,1,0,0,0
48992,49343,2011,0,0,1,0,1,0,0,0,1,0,1,0
29992,67965,2008,0,0,1,0,0,0,0,0,1,0,1,0
21500,158000,2008,0,0,1,0,0,1,0,0,1,0,0,0
13990,69720,2001,0,0,0,1,0,0,1,0,0,1,0,0
48995,28930,2011,0,0,1,0,0,0,0,0,1,0,1,0
12888,157330,2005,0,1,0,0,0,0,0,0,0,1,1,0
20995,102656,2007,0,0,1,0,0,0,0,0,1,0,1,0
36995,89589,2007,0,0,1,0,0,0,0,0,1,0,1,0
72991,5562,2013,0,0,1,0,0,0,0,0,0,0,1,1
38990,61716,2010,0,0,1,0,0,1,0,0,1,0,0,0
58998,40219,2012,0,0,1,0,0,0,0,0,0,0,1,1
8100,131121,2002,0,0,0,1,0,1,0,0,0,1,0,0
